Sr No,State,Constituency,Candidate Name,Party Name,EVM Votes,Postal Votes,Total Votes,Percent Votes
7,Maharashtra,Parliamentary  Constituency  22 - Palghar (Maharashtra) ,MOHAN BARAKU GUHE,Bharat Adivasi Party,10737,24,10761,0.78
8,Maharashtra,Parliamentary  Constituency  22 - Palghar (Maharashtra) ,DINKAR DATTATRAYA WADHAN,Independent,10672,15,10687,0.78
9,Maharashtra,Parliamentary  Constituency  22 - Palghar (Maharashtra) ,AMAR KISAN KAVALE,Independent,9806,15,9821,0.71
10,Maharashtra,Parliamentary  Constituency  22 - Palghar (Maharashtra) ,COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag),7061,24,7085,0.51
11,Maharashtra,Parliamentary  Constituency  22 - Palghar (Maharashtra) ,NOTA,None of the Above,23312,73,23385,1.7
1,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),596871,4472,601343,45.17
2,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha,463764,3518,467282,35.1
3,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,PANJAB UTTAMRAO DAKH,Vanchit Bahujan  Aaghadi,95394,573,95967,7.21
4,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,DR. GOVARDHAN BHIWAJI KHANDAGALE,Bahujan Bharat Party,15355,40,15395,1.16
5,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,KAMBLE SHIVAJI DEVAJI,Independent,11050,10,11060,0.83
6,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,ALAMGIR MOHAMMAD KHAN,Bahujan Samaj Party,10972,90,11062,0.83
7,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,SAMIR GANESHRAO DUDHGAONKAR,Independent,10951,105,11056,0.83
8,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,KRUSHNA TRIMBAKRAO PAWAR,Independent,10145,9,10154,0.76
9,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,KAILAS BALIRAM PAWAR (NAIK),Baliraja Party,9487,33,9520,0.72
10,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,PROF. DR. VILAS BANSIDHAR TANGADE,Independent,8814,6,8820,0.66
11,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,ARJUN DNYANOBA BHISE,Independent,6915,8,6923,0.52
12,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,COMRADE RAJAN KSHIRSAGAR,Communist Party of India,6627,22,6649,0.5
13,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,KISHORKUMAR PRAKASH SHINDE,Independent,6547,1,6548,0.49
14,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,KISHORE RADHAKISHAN DHAGE,Independent,5446,34,5480,0.41
15,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,SAYED IRSHAD ALI SAYYED LAYAKH ALI,Social Democratic Party Of India,4629,15,4644,0.35
16,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,DASHARATH PRABHKAR RATHOD,Maharashtra Vikas Aghadi,4354,40,4394,0.33
17,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,KARBHARI KUNDLIK MITHE,Independent,4268,8,4276,0.32
18,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,APPASAHEB OMKAR KADAM,Independent,3883,8,3891,0.29
19,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,SHRIRAM BANSILAL JADHAV,Jai Sewalal Bahujan Vikas Party,3617,11,3628,0.27
20,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,COMRADE GANPAT BHISE,Independent,3589,15,3604,0.27
21,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,DNYANESHWAR JAGANNATH DAHIBHATE,Independent,3538,1,3539,0.27
22,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,ANIL MANIKRAO MUDGALKAR,Independent,3531,2,3533,0.27
23,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,GOVIND BHAIYYA RAMRAO DESHMUKH,Independent,3452,7,3459,0.26
24,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,SUBHASH DATTARAV JAVLE,Independent,3429,5,3434,0.26
25,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,RAJABHAU SHESHRAO KAKDE,Independent,3299,3,3302,0.25
26,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,RAJENDRA RAMDAS ATKAL,Independent,2807,5,2812,0.21
27,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,SAYYD ABDUL SATTAR AJIJ,Independent,2646,4,2650,0.2
28,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,SHAIKH SALEEM SHAIKH IBRAHIM,All India Majlis-E-Inquilab-E-Millat,2617,2,2619,0.2
29,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,SANGEETA VYAKANTRAO GIRI,Swarajya Shakti Sena,2324,15,2339,0.18
30,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,ADV. VINOD CHHAGANRAO AMBHORE,Bahujan Mukti Party,2017,24,2041,0.15
31,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,VIJAY ANNASAHEB THOMBARE,Independent,1957,2,1959,0.15
32,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,VISHNUDAS SHIVAJI BHOSALE,Independent,1856,4,1860,0.14
33,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,MUSTAFA MAINODDIN SHAIKH,Independent,1298,4,1302,0.1
34,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,BOBADE SAKHARAM PADEGAONKAR,Independent,1244,2,1246,0.09
35,Maharashtra,Parliamentary  Constituency  17 - Parbhani (Maharashtra) ,NOTA,None of the Above,3306,79,3385,0.25
1,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,MURLIDHAR MOHOL,Bharatiya Janata Party,584171,557,584728,52.94
2,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,DHANGEKAR RAVINDRA HEMRAJ,Indian National Congress,461409,281,461690,41.8
3,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,VASANT (TATYA) MORE,Vanchit Bahujan  Aaghadi,31991,21,32012,2.9
4,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,RANPISE PRASHANT DADARAM,Bahujan Samaj Party,3969,5,3974,0.36
5,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,CHORMALE SANDIP SOPAN,Independent,1644,1,1645,0.15
6,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,GORAKH NARAYAN GHODKE,Independent,1451,-,1451,0.13
7,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,KIRAN LAXMAN RAYKAR,Independent,1052,-,1052,0.1
8,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,ANIS ARASHID SUNDAKE,All India Majlis-E-Ittehadul Muslimeen,859,1,860,0.08
9,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,SACHIN DATTATRAY DHANKUDE,Independent,788,1,789,0.07
10,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,YUVRAJ CHANDRAKANT  LIMBOLE,Right to Recall Party,698,-,698,0.06
11,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,DR. DEVYANI PANDIT,Independent,645,5,650,0.06
12,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,NARENDRA DNYANESHWAR PAWTEKAR,Independent,533,1,534,0.05
13,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,SAGAR SAMBHAJI PORE,Independent,515,-,515,0.05
14,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,SURESH DNYANOBA PATIL,Sainik Samaj Party,437,-,437,0.04
15,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,AMBORE MANJUNATH MARUTI,Independent,433,-,433,0.04
16,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,ASHWINI PRATIBHA KHAIRNAR,Independent,412,3,415,0.04
17,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,VIJAY VINAYAK JAGTAP,Independent,382,-,382,0.03
18,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,HEMANT BABURAV KOLEKAR ALIAS HEMANT PATIL,Apni Prajahit Party,374,1,375,0.03
19,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,NEERAJ SUNIL KAMTHAN,Hindu Samaj Party,351,-,351,0.03
20,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,MANOJ LAXMAN VETAL,Bhim Sena,351,1,352,0.03
21,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,KAMBLE MILIND,Bahujan Samaj Party  (Ambedkar),344,3,347,0.03
22,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,CHANDRAKANT PARMESHWAR SAWANT,Independent,314,-,314,0.03
23,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,SHABBIR SAJJANBHAI TAMBOLI,Independent,313,-,313,0.03
24,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,SANJAY LAXMAN KENDALE,Independent,311,-,311,0.03
25,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,JOHNSON VASANT KOLHAPURE,Independent,304,1,305,0.03
26,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,ADV. YOGESH MAKANE,Independent,298,1,299,0.03
27,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,SUBROTO ROY,Ekam Sanatan Bharat Dal,293,1,294,0.03
28,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,DR. BALASAHEB ARJUN POL,Independent,259,-,259,0.02
29,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,VIJAYALAXMI SHRIKANT SINDAGI,Rashtriya Maratha Party,239,1,240,0.02
30,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,MAHESH DASHRATH MHASKE,Independent,229,2,231,0.02
31,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,YABES ALIAS AMOL SHAMUVEL TUJARE,Independent,223,-,223,0.02
32,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR),Independent,183,2,185,0.02
33,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,BABA SALIM SAYYED,Independent,163,1,164,0.01
34,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,BAGBAN SALEEM ABDUL RAZZAQUE,Independent,146,-,146,0.01
35,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,ZNYOSHO VIJAYPRAKASH,Independent,138,-,138,0.01
36,Maharashtra,Parliamentary  Constituency  34 - Pune (Maharashtra) ,NOTA,None of the Above,7449,11,7460,0.68
1,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,TATKARE SUNIL DATTATREY,Nationalist Congress Party,506529,1823,508352,50.17
2,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,ANANT GEETE,Shiv Sena (Uddhav Balasaheb Thackrey),423137,2431,425568,42
3,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,KUMUDINI RAVINDRA CHAVAN,Vanchit Bahujan  Aaghadi,19500,118,19618,1.94
4,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,SHRINIVAS SATYANARAYAN MATTAPARTI,Independent,9379,15,9394,0.93
5,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,AMIT SHRIPAL KAWADE,Independent,5603,31,5634,0.56
6,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,ANANT BALOJI GITE,Independent,3485,30,3515,0.35
7,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,NITIN JAGANNATH MAYEKAR,Independent,2548,12,2560,0.25
8,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,CHAULE PANDURANG DAMODAR,Independent,2394,23,2417,0.24
9,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,ANANT PADMA GITE,Independent,2001,39,2040,0.2
10,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,COL PRAKASHRAO CHAVAN,Bharatheeya Jawan Kisan Party,1863,76,1939,0.19
11,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,KOLI MANGESH PADMAKAR,Independent,1797,23,1820,0.18
12,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,ADV AJAY UPADHYE,Independent,1756,39,1795,0.18
13,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,ANJANI ASHWIN KELKAR,Independent,1325,25,1350,0.13
14,Maharashtra,Parliamentary  Constituency  32 - Raigad (Maharashtra) ,NOTA,None of the Above,27188,82,27270,2.69
1,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,611894,1131,613025,48.94
2,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,RAJU DEONATH PARVE,Shiv Sena,535234,1023,536257,42.81
3,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,SANDIP SAHADEO MESHRAM,Bahujan Samaj Party,26003,95,26098,2.08
4,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,KISHORE  UTTAMRAO GAJBHIYE,Independent,24324,59,24383,1.95
5,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,AJAY BAKARAM CHAVAN,Independent,6021,5,6026,0.48
6,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,SANVIDHAN G LOKHANDE,Baliraja Party,5810,4,5814,0.46
7,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,ROSHANI ATUL GAJBHIYE,Gondvana Gantantra Party,5108,29,5137,0.41
8,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,GOWARDHAN DEORAO KUMBHARE,Viro Ke Vir Indian Party,3750,16,3766,0.3
9,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,ARVIND SHIVAJI TANDEKAR,Independent,3208,7,3215,0.26
10,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,SANJAY VASANTRAO BORKAR,Maharashtra Vikas Aghadi,1983,9,1992,0.16
11,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,SHANKAR CHINTAMAN CHAHANDE,Vanchit Bahujan  Aaghadi,1858,26,1884,0.15
12,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,ADV BHIMRAO SHENDE,Bahujan Republican  Socialist Party,1811,7,1818,0.15
13,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,GAIKWAD MANJUSHA SACHIN,Akhil Bhartiya Parivar Party,1760,13,1773,0.14
14,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,ASHISH BHAURAO SARODE,Bhim Sena,1600,20,1620,0.13
15,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,PRAMOD SHRIPAT KHOBRAGADE,Ambedkarite Party of India,1337,3,1340,0.11
16,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,UMESH RAJU  KHADSE,Rashtra Samarpan Party,1223,6,1229,0.1
17,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,SIDDHARTH GADIJI PATIL,Peoples Party of India (Democratic),975,2,977,0.08
18,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,PREMKUMAR DASHRATH GAJBHARE,Independent,921,4,925,0.07
19,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,RIDDHESHWAR ANANDRAO BELEY,Republican Party of India (A),908,5,913,0.07
20,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,BHOJRAJ TUKARAM SARODE,Jay Vidarbha Party,881,7,888,0.07
21,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,VILAS SHRIPAT KHADSE,Independent,857,3,860,0.07
22,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,SUBHASH LOKHANDE,Independent,849,1,850,0.07
23,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,KARTIK GENDLALJI DOKE,Independent,844,3,847,0.07
24,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,ADV ULHAS SHALIKRAM DUPARE,Independent,780,1,781,0.06
25,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,LAROKAR SURESH PUNDLIK,Independent,693,5,698,0.06
26,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,SUNIL UTTAMRAO SALVE,Independent,649,2,651,0.05
27,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,GOWARDHAN NAMDEO SOMDEVE,Independent,509,2,511,0.04
28,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,VILAS GANESH ZODAPE,Independent,402,5,407,0.03
29,Maharashtra,Parliamentary  Constituency  9 - Ramtek  (Maharashtra) ,NOTA,None of the Above,7769,58,7827,0.62
1,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,NARAYAN TATU RANE,Bharatiya Janata Party,445339,3175,448514,49.07
2,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,VINAYAK BHAURAO RAUT,Shiv Sena (Uddhav Balasaheb Thackrey),396524,4132,400656,43.83
3,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,VINAYAK LAVU RAUT,Independent,15769,57,15826,1.73
4,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,MARUTI RAMACHANDRA JOSHI,Vanchit Bahujan  Aaghadi,9873,166,10039,1.1
5,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,AAYARE RAJENDRA LAHU,Bahujan Samaj Party,7796,60,7856,0.86
6,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,SHAKIL SAWANT,Independent,6373,22,6395,0.7
7,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,TAMBADE AMRUT ANANT (RAJAPURKAR),Independent,5563,19,5582,0.61
8,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,ASHOK GANGARAM PAWAR,Bahujan Mukti Party,5244,36,5280,0.58
9,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,SURESH GOVINDRAO SHINDE,Sainik Samaj Party,2209,38,2247,0.25
10,Maharashtra,Parliamentary  Constituency  46 - Ratnagiri- Sindhudurg (Maharashtra) ,NOTA,None of the Above,11516,127,11643,1.27
1,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,629558,1321,630879,53.84
2,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,SHRIRAM DAYARAM PATIL,Nationalist Congress Party – Sharadchandra Pawar,358030,666,358696,30.61
3,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,ER. SANJAY PANDIT BRAMHANE,Vanchit Bahujan  Aaghadi,59001,119,59120,5.05
4,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,EKNATH NAGO SALUNKE,Independent,43957,25,43982,3.75
5,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,GULAB DAYARAM BHIL,Bharat Adivasi Party,9622,22,9644,0.82
6,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,MAMTA ALIAS MUMTAJ BHIKARI TADVI,Independent,7874,10,7884,0.67
7,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,VIJAY RAMKRUSHNA KALE,Bahujan Samaj Party,7551,26,7577,0.65
8,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,VASANT SHANKAR KOLTE,Independent,6713,5,6718,0.57
9,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,PRAVIN LAXMAN PATIL,Independent,6087,5,6092,0.52
10,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,YUVRAJ DEVSING BARELA,Independent,5131,4,5135,0.44
11,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,ASHOK BABURAO JADHAV,Peoples Party of India (Democratic),4686,4,4690,0.4
12,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,SHRIRAM SITARAM PATIL,Independent,4264,5,4269,0.36
13,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,JITENDRA PANDURANG PATIL,Independent,3582,5,3587,0.31
14,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,SANJAY PRALHAD KANDELKAR,Independent,2954,7,2961,0.25
15,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,SAGAR PRABHAKAR PATIL,Independent,2932,3,2935,0.25
16,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,SANJAYKUMAR LAXMAN WANKHEDE,Republican Party of India (Social),2277,5,2282,0.19
17,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,ANIL PITAMBAR WAGH (SIR),Independent,2265,13,2278,0.19
18,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,PROF. DR. ASHISH SUBHASH JADHAV,Independent,1919,8,1927,0.16
19,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,BHIVRAJ RAMDAS RAYSINGE,Independent,1807,2,1809,0.15
20,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,KOMALBAI BAPURAO PATIL,Independent,1424,5,1429,0.12
21,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,SHAIKH AABID SHAIKH BASHIR,Independent,1035,5,1040,0.09
22,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,AMIT HARIBHAU KOLTE,Independent,980,1,981,0.08
23,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,DR. YOGENDRA VITTHAL KOLTE,Independent,900,2,902,0.08
24,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,SHRIRAM OMKAR PATIL,Independent,743,6,749,0.06
25,Maharashtra,Parliamentary  Constituency  4 - Raver (Maharashtra) ,NOTA,None of the Above,4073,27,4100,0.35
1,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,569651,2015,571666,48.91
2,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,SANJAY (KAKA) PATIL,Bharatiya Janata Party,469392,2221,471613,40.35
3,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,CHANDRAHAR SUBHASH PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),60115,745,60860,5.21
4,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,ALLAUDDIN HAYATCHAND KAZI,Independent,9269,13,9282,0.79
5,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,PRAKASH SHIVAJIRAO SHENDGE,Independent,8150,101,8251,0.71
6,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,PANDURANG RAOSAHEB BHOSALE,Bharatheeya Jawan Kisan Party,5518,47,5565,0.48
7,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,TIPUSULATAN SIKANDAR PATAVEGAR,Bahujan Samaj Party,5502,58,5560,0.48
8,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,MAHESH YASHWANT KHARADE,Swabhimani Paksha,5491,30,5521,0.47
9,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,RAVINDRA CHANDAR SOLANKAR,Independent,3649,9,3658,0.31
10,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,ANAND SHANKAR NALAGE,Baliraja Party,3531,9,3540,0.3
11,Maharashtra,Parliamentary  Constituency  44 - Sangli (Maharashtra) ,SHASHIKANT GAUTAM DESHMUKH,Independent,3143,12,3155,0.27
